;Date;Country;Confirmed;Recovered;Deaths
104;2020-01-22;maldives;0;0;0
105;2020-01-22;mali;0;0;0
106;2020-01-22;malta;0;0;0
107;2020-01-22;mauritania;0;0;0
108;2020-01-22;mauritius;0;0;0
109;2020-01-22;mexico;0;0;0
110;2020-01-22;moldova;0;0;0
111;2020-01-22;monaco;0;0;0
112;2020-01-22;mongolia;0;0;0
113;2020-01-22;montenegro;0;0;0
114;2020-01-22;morocco;0;0;0
115;2020-01-22;mozambique;0;0;0
116;2020-01-22;namibia;0;0;0
117;2020-01-22;nepal;0;0;0
118;2020-01-22;netherlands;0;0;0
119;2020-01-22;new zealand;0;0;0
120;2020-01-22;nicaragua;0;0;0
121;2020-01-22;niger;0;0;0
122;2020-01-22;nigeria;0;0;0
123;2020-01-22;north macedonia;0;0;0
124;2020-01-22;norway;0;0;0
125;2020-01-22;oman;0;0;0
126;2020-01-22;pakistan;0;0;0
127;2020-01-22;panama;0;0;0
128;2020-01-22;papua new guinea;0;0;0
129;2020-01-22;paraguay;0;0;0
130;2020-01-22;peru;0;0;0
131;2020-01-22;philippines;0;0;0
132;2020-01-22;poland;0;0;0
133;2020-01-22;portugal;0;0;0
134;2020-01-22;qatar;0;0;0
135;2020-01-22;romania;0;0;0
136;2020-01-22;russia;0;0;0
137;2020-01-22;rwanda;0;0;0
138;2020-01-22;saint kitts and nevis;0;0;0
139;2020-01-22;saint lucia;0;0;0
140;2020-01-22;saint vincent and the grenadines;0;0;0
141;2020-01-22;san marino;0;0;0
142;2020-01-22;saudi arabia;0;0;0
143;2020-01-22;senegal;0;0;0
144;2020-01-22;serbia;0;0;0
145;2020-01-22;seychelles;0;0;0
146;2020-01-22;singapore;0;0;0
147;2020-01-22;slovakia;0;0;0
148;2020-01-22;slovenia;0;0;0
149;2020-01-22;somalia;0;0;0
150;2020-01-22;south africa;0;0;0
151;2020-01-22;spain;0;0;0
152;2020-01-22;sri lanka;0;0;0
153;2020-01-22;sudan;0;0;0
154;2020-01-22;suriname;0;0;0
155;2020-01-22;sweden;0;0;0
156;2020-01-22;switzerland;0;0;0
157;2020-01-22;syria;0;0;0
158;2020-01-22;taiwan*;1;0;0
159;2020-01-22;tanzania;0;0;0
160;2020-01-22;thailand;2;0;0
161;2020-01-22;timor-leste;0;0;0
162;2020-01-22;togo;0;0;0
163;2020-01-22;trinidad and tobago;0;0;0
164;2020-01-22;tunisia;0;0;0
165;2020-01-22;turkey;0;0;0
166;2020-01-22;us;1;0;0
167;2020-01-22;uganda;0;0;0
168;2020-01-22;ukraine;0;0;0
169;2020-01-22;united arab emirates;0;0;0
170;2020-01-22;united kingdom;0;0;0
171;2020-01-22;uruguay;0;0;0
172;2020-01-22;uzbekistan;0;0;0
173;2020-01-22;venezuela;0;0;0
174;2020-01-22;vietnam;0;0;0
175;2020-01-22;west bank and gaza;0;0;0
176;2020-01-22;zambia;0;0;0
177;2020-01-22;zimbabwe;0;0;0
178;2020-01-23;afghanistan;0;0;0
179;2020-01-23;albania;0;0;0
180;2020-01-23;algeria;0;0;0
181;2020-01-23;andorra;0;0;0
182;2020-01-23;angola;0;0;0
183;2020-01-23;antigua and barbuda;0;0;0
184;2020-01-23;argentina;0;0;0
185;2020-01-23;armenia;0;0;0
186;2020-01-23;australia;0;0;0
187;2020-01-23;austria;0;0;0
188;2020-01-23;azerbaijan;0;0;0
189;2020-01-23;bahamas;0;0;0
190;2020-01-23;bahrain;0;0;0
191;2020-01-23;bangladesh;0;0;0
192;2020-01-23;barbados;0;0;0
193;2020-01-23;belarus;0;0;0
194;2020-01-23;belgium;0;0;0
195;2020-01-23;belize;0;0;0
196;2020-01-23;benin;0;0;0
197;2020-01-23;bhutan;0;0;0
198;2020-01-23;bolivia;0;0;0
199;2020-01-23;bosnia and herzegovina;0;0;0
200;2020-01-23;botswana;0;0;0
201;2020-01-23;brazil;0;0;0
202;2020-01-23;brunei;0;0;0
203;2020-01-23;bulgaria;0;0;0
204;2020-01-23;burkina faso;0;0;0
205;2020-01-23;burma;0;0;0
206;2020-01-23;cabo verde;0;0;0
207;2020-01-23;cambodia;0;0;0
208;2020-01-23;cameroon;0;0;0
209;2020-01-23;canada;0;0;0
210;2020-01-23;central african republic;0;0;0
211;2020-01-23;chad;0;0;0
212;2020-01-23;chile;0;0;0
213;2020-01-23;china;643;30;18
214;2020-01-23;colombia;0;0;0
215;2020-01-23;congo (brazzaville);0;0;0
216;2020-01-23;congo (kinshasa);0;0;0
217;2020-01-23;costa rica;0;0;0
218;2020-01-23;cote d'ivoire;0;0;0
219;2020-01-23;croatia;0;0;0
220;2020-01-23;cuba;0;0;0
221;2020-01-23;cyprus;0;0;0
222;2020-01-23;czechia;0;0;0
223;2020-01-23;denmark;0;0;0
224;2020-01-23;diamond princess;0;0;0
225;2020-01-23;djibouti;0;0;0
226;2020-01-23;dominica;0;0;0
227;2020-01-23;dominican republic;0;0;0
228;2020-01-23;ecuador;0;0;0
229;2020-01-23;egypt;0;0;0
230;2020-01-23;el salvador;0;0;0
231;2020-01-23;equatorial guinea;0;0;0
232;2020-01-23;eritrea;0;0;0
233;2020-01-23;estonia;0;0;0
234;2020-01-23;eswatini;0;0;0
235;2020-01-23;ethiopia;0;0;0
236;2020-01-23;fiji;0;0;0
237;2020-01-23;finland;0;0;0
238;2020-01-23;france;0;0;0
239;2020-01-23;gabon;0;0;0
240;2020-01-23;gambia;0;0;0
241;2020-01-23;georgia;0;0;0
242;2020-01-23;germany;0;0;0
243;2020-01-23;ghana;0;0;0
244;2020-01-23;greece;0;0;0
245;2020-01-23;grenada;0;0;0
246;2020-01-23;guatemala;0;0;0
247;2020-01-23;guinea;0;0;0
248;2020-01-23;guinea-bissau;0;0;0
249;2020-01-23;guyana;0;0;0
250;2020-01-23;haiti;0;0;0
251;2020-01-23;holy see;0;0;0
252;2020-01-23;honduras;0;0;0
253;2020-01-23;hungary;0;0;0
254;2020-01-23;iceland;0;0;0
255;2020-01-23;india;0;0;0
256;2020-01-23;indonesia;0;0;0
257;2020-01-23;iran;0;0;0
258;2020-01-23;iraq;0;0;0
259;2020-01-23;ireland;0;0;0
260;2020-01-23;israel;0;0;0
261;2020-01-23;italy;0;0;0
262;2020-01-23;jamaica;0;0;0
263;2020-01-23;japan;2;0;0
264;2020-01-23;jordan;0;0;0
265;2020-01-23;kazakhstan;0;0;0
266;2020-01-23;kenya;0;0;0
267;2020-01-23;korea, south;1;0;0
268;2020-01-23;kosovo;0;0;0
269;2020-01-23;kuwait;0;0;0
270;2020-01-23;kyrgyzstan;0;0;0
271;2020-01-23;laos;0;0;0
272;2020-01-23;latvia;0;0;0
273;2020-01-23;lebanon;0;0;0
274;2020-01-23;liberia;0;0;0
275;2020-01-23;libya;0;0;0
276;2020-01-23;liechtenstein;0;0;0
277;2020-01-23;lithuania;0;0;0
278;2020-01-23;luxembourg;0;0;0
279;2020-01-23;ms zaandam;0;0;0
280;2020-01-23;madagascar;0;0;0
281;2020-01-23;malaysia;0;0;0
282;2020-01-23;maldives;0;0;0
283;2020-01-23;mali;0;0;0
284;2020-01-23;malta;0;0;0
285;2020-01-23;mauritania;0;0;0
286;2020-01-23;mauritius;0;0;0
287;2020-01-23;mexico;0;0;0
288;2020-01-23;moldova;0;0;0
289;2020-01-23;monaco;0;0;0
290;2020-01-23;mongolia;0;0;0
291;2020-01-23;montenegro;0;0;0
292;2020-01-23;morocco;0;0;0
293;2020-01-23;mozambique;0;0;0
294;2020-01-23;namibia;0;0;0
295;2020-01-23;nepal;0;0;0
296;2020-01-23;netherlands;0;0;0
297;2020-01-23;new zealand;0;0;0
298;2020-01-23;nicaragua;0;0;0
299;2020-01-23;niger;0;0;0
300;2020-01-23;nigeria;0;0;0
301;2020-01-23;north macedonia;0;0;0
302;2020-01-23;norway;0;0;0
303;2020-01-23;oman;0;0;0
304;2020-01-23;pakistan;0;0;0
305;2020-01-23;panama;0;0;0
306;2020-01-23;papua new guinea;0;0;0
307;2020-01-23;paraguay;0;0;0
308;2020-01-23;peru;0;0;0
309;2020-01-23;philippines;0;0;0
310;2020-01-23;poland;0;0;0
311;2020-01-23;portugal;0;0;0
312;2020-01-23;qatar;0;0;0
313;2020-01-23;romania;0;0;0
314;2020-01-23;russia;0;0;0
315;2020-01-23;rwanda;0;0;0
316;2020-01-23;saint kitts and nevis;0;0;0
317;2020-01-23;saint lucia;0;0;0
318;2020-01-23;saint vincent and the grenadines;0;0;0
319;2020-01-23;san marino;0;0;0
320;2020-01-23;saudi arabia;0;0;0
321;2020-01-23;senegal;0;0;0
322;2020-01-23;serbia;0;0;0
323;2020-01-23;seychelles;0;0;0
324;2020-01-23;singapore;1;0;0
325;2020-01-23;slovakia;0;0;0
326;2020-01-23;slovenia;0;0;0
327;2020-01-23;somalia;0;0;0
328;2020-01-23;south africa;0;0;0
329;2020-01-23;spain;0;0;0
330;2020-01-23;sri lanka;0;0;0
331;2020-01-23;sudan;0;0;0
332;2020-01-23;suriname;0;0;0
333;2020-01-23;sweden;0;0;0
334;2020-01-23;switzerland;0;0;0
335;2020-01-23;syria;0;0;0
336;2020-01-23;taiwan*;1;0;0
337;2020-01-23;tanzania;0;0;0
338;2020-01-23;thailand;3;0;0
339;2020-01-23;timor-leste;0;0;0
340;2020-01-23;togo;0;0;0
341;2020-01-23;trinidad and tobago;0;0;0
342;2020-01-23;tunisia;0;0;0
343;2020-01-23;turkey;0;0;0
344;2020-01-23;us;1;0;0
345;2020-01-23;uganda;0;0;0
346;2020-01-23;ukraine;0;0;0
347;2020-01-23;united arab emirates;0;0;0
348;2020-01-23;united kingdom;0;0;0
349;2020-01-23;uruguay;0;0;0
350;2020-01-23;uzbekistan;0;0;0
351;2020-01-23;venezuela;0;0;0
352;2020-01-23;vietnam;2;0;0
353;2020-01-23;west bank and gaza;0;0;0
354;2020-01-23;zambia;0;0;0
355;2020-01-23;zimbabwe;0;0;0
356;2020-01-24;afghanistan;0;0;0
357;2020-01-24;albania;0;0;0
358;2020-01-24;algeria;0;0;0
359;2020-01-24;andorra;0;0;0
360;2020-01-24;angola;0;0;0
361;2020-01-24;antigua and barbuda;0;0;0
362;2020-01-24;argentina;0;0;0
363;2020-01-24;armenia;0;0;0
364;2020-01-24;australia;0;0;0
365;2020-01-24;austria;0;0;0
366;2020-01-24;azerbaijan;0;0;0
367;2020-01-24;bahamas;0;0;0
368;2020-01-24;bahrain;0;0;0
369;2020-01-24;bangladesh;0;0;0
370;2020-01-24;barbados;0;0;0
371;2020-01-24;belarus;0;0;0
372;2020-01-24;belgium;0;0;0
373;2020-01-24;belize;0;0;0
374;2020-01-24;benin;0;0;0
375;2020-01-24;bhutan;0;0;0
376;2020-01-24;bolivia;0;0;0
377;2020-01-24;bosnia and herzegovina;0;0;0
378;2020-01-24;botswana;0;0;0
379;2020-01-24;brazil;0;0;0
380;2020-01-24;brunei;0;0;0
381;2020-01-24;bulgaria;0;0;0
382;2020-01-24;burkina faso;0;0;0
383;2020-01-24;burma;0;0;0
384;2020-01-24;cabo verde;0;0;0
385;2020-01-24;cambodia;0;0;0
386;2020-01-24;cameroon;0;0;0
387;2020-01-24;canada;0;0;0
388;2020-01-24;central african republic;0;0;0
389;2020-01-24;chad;0;0;0
390;2020-01-24;chile;0;0;0
391;2020-01-24;china;920;36;26
392;2020-01-24;colombia;0;0;0
393;2020-01-24;congo (brazzaville);0;0;0
394;2020-01-24;congo (kinshasa);0;0;0
395;2020-01-24;costa rica;0;0;0
396;2020-01-24;cote d'ivoire;0;0;0
397;2020-01-24;croatia;0;0;0
398;2020-01-24;cuba;0;0;0
399;2020-01-24;cyprus;0;0;0
400;2020-01-24;czechia;0;0;0
401;2020-01-24;denmark;0;0;0
402;2020-01-24;diamond princess;0;0;0
403;2020-01-24;djibouti;0;0;0
404;2020-01-24;dominica;0;0;0
405;2020-01-24;dominican republic;0;0;0
406;2020-01-24;ecuador;0;0;0
407;2020-01-24;egypt;0;0;0
408;2020-01-24;el salvador;0;0;0
409;2020-01-24;equatorial guinea;0;0;0
410;2020-01-24;eritrea;0;0;0
411;2020-01-24;estonia;0;0;0
412;2020-01-24;eswatini;0;0;0
413;2020-01-24;ethiopia;0;0;0
414;2020-01-24;fiji;0;0;0
415;2020-01-24;finland;0;0;0
416;2020-01-24;france;2;0;0
417;2020-01-24;gabon;0;0;0
418;2020-01-24;gambia;0;0;0
419;2020-01-24;georgia;0;0;0
420;2020-01-24;germany;0;0;0
421;2020-01-24;ghana;0;0;0
422;2020-01-24;greece;0;0;0
423;2020-01-24;grenada;0;0;0
424;2020-01-24;guatemala;0;0;0
425;2020-01-24;guinea;0;0;0
426;2020-01-24;guinea-bissau;0;0;0
427;2020-01-24;guyana;0;0;0
428;2020-01-24;haiti;0;0;0
429;2020-01-24;holy see;0;0;0
430;2020-01-24;honduras;0;0;0
431;2020-01-24;hungary;0;0;0
432;2020-01-24;iceland;0;0;0
433;2020-01-24;india;0;0;0
434;2020-01-24;indonesia;0;0;0
435;2020-01-24;iran;0;0;0
436;2020-01-24;iraq;0;0;0
437;2020-01-24;ireland;0;0;0
438;2020-01-24;israel;0;0;0
439;2020-01-24;italy;0;0;0
440;2020-01-24;jamaica;0;0;0
441;2020-01-24;japan;2;0;0
442;2020-01-24;jordan;0;0;0
443;2020-01-24;kazakhstan;0;0;0
444;2020-01-24;kenya;0;0;0
445;2020-01-24;korea, south;2;0;0
446;2020-01-24;kosovo;0;0;0
447;2020-01-24;kuwait;0;0;0
448;2020-01-24;kyrgyzstan;0;0;0
449;2020-01-24;laos;0;0;0
450;2020-01-24;latvia;0;0;0
451;2020-01-24;lebanon;0;0;0
452;2020-01-24;liberia;0;0;0
453;2020-01-24;libya;0;0;0
454;2020-01-24;liechtenstein;0;0;0
455;2020-01-24;lithuania;0;0;0
456;2020-01-24;luxembourg;0;0;0
457;2020-01-24;ms zaandam;0;0;0
458;2020-01-24;madagascar;0;0;0
459;2020-01-24;malaysia;0;0;0
460;2020-01-24;maldives;0;0;0
461;2020-01-24;mali;0;0;0
462;2020-01-24;malta;0;0;0
463;2020-01-24;mauritania;0;0;0
464;2020-01-24;mauritius;0;0;0
465;2020-01-24;mexico;0;0;0
466;2020-01-24;moldova;0;0;0
467;2020-01-24;monaco;0;0;0
468;2020-01-24;mongolia;0;0;0
469;2020-01-24;montenegro;0;0;0
470;2020-01-24;morocco;0;0;0
471;2020-01-24;mozambique;0;0;0
472;2020-01-24;namibia;0;0;0
473;2020-01-24;nepal;0;0;0
474;2020-01-24;netherlands;0;0;0
475;2020-01-24;new zealand;0;0;0
476;2020-01-24;nicaragua;0;0;0
477;2020-01-24;niger;0;0;0
478;2020-01-24;nigeria;0;0;0
479;2020-01-24;north macedonia;0;0;0
480;2020-01-24;norway;0;0;0
481;2020-01-24;oman;0;0;0
482;2020-01-24;pakistan;0;0;0
483;2020-01-24;panama;0;0;0
484;2020-01-24;papua new guinea;0;0;0
485;2020-01-24;paraguay;0;0;0
486;2020-01-24;peru;0;0;0
487;2020-01-24;philippines;0;0;0
488;2020-01-24;poland;0;0;0
489;2020-01-24;portugal;0;0;0
490;2020-01-24;qatar;0;0;0
491;2020-01-24;romania;0;0;0
492;2020-01-24;russia;0;0;0
493;2020-01-24;rwanda;0;0;0
494;2020-01-24;saint kitts and nevis;0;0;0
495;2020-01-24;saint lucia;0;0;0
496;2020-01-24;saint vincent and the grenadines;0;0;0
497;2020-01-24;san marino;0;0;0
498;2020-01-24;saudi arabia;0;0;0
499;2020-01-24;senegal;0;0;0
500;2020-01-24;serbia;0;0;0
501;2020-01-24;seychelles;0;0;0
502;2020-01-24;singapore;3;0;0
503;2020-01-24;slovakia;0;0;0
504;2020-01-24;slovenia;0;0;0
505;2020-01-24;somalia;0;0;0
506;2020-01-24;south africa;0;0;0
507;2020-01-24;spain;0;0;0
508;2020-01-24;sri lanka;0;0;0
509;2020-01-24;sudan;0;0;0
510;2020-01-24;suriname;0;0;0
511;2020-01-24;sweden;0;0;0
512;2020-01-24;switzerland;0;0;0
513;2020-01-24;syria;0;0;0
514;2020-01-24;taiwan*;3;0;0
515;2020-01-24;tanzania;0;0;0
516;2020-01-24;thailand;5;0;0
517;2020-01-24;timor-leste;0;0;0
518;2020-01-24;togo;0;0;0
519;2020-01-24;trinidad and tobago;0;0;0
520;2020-01-24;tunisia;0;0;0
521;2020-01-24;turkey;0;0;0
522;2020-01-24;us;2;0;0
523;2020-01-24;uganda;0;0;0
524;2020-01-24;ukraine;0;0;0
525;2020-01-24;united arab emirates;0;0;0
526;2020-01-24;united kingdom;0;0;0
527;2020-01-24;uruguay;0;0;0
528;2020-01-24;uzbekistan;0;0;0
529;2020-01-24;venezuela;0;0;0
530;2020-01-24;vietnam;2;0;0
531;2020-01-24;west bank and gaza;0;0;0
532;2020-01-24;zambia;0;0;0
533;2020-01-24;zimbabwe;0;0;0
534;2020-01-25;afghanistan;0;0;0
535;2020-01-25;albania;0;0;0
536;2020-01-25;algeria;0;0;0
537;2020-01-25;andorra;0;0;0
538;2020-01-25;angola;0;0;0
539;2020-01-25;antigua and barbuda;0;0;0
540;2020-01-25;argentina;0;0;0
541;2020-01-25;armenia;0;0;0
542;2020-01-25;australia;0;0;0
543;2020-01-25;austria;0;0;0
544;2020-01-25;azerbaijan;0;0;0
545;2020-01-25;bahamas;0;0;0
546;2020-01-25;bahrain;0;0;0
547;2020-01-25;bangladesh;0;0;0
548;2020-01-25;barbados;0;0;0
549;2020-01-25;belarus;0;0;0
550;2020-01-25;belgium;0;0;0
551;2020-01-25;belize;0;0;0
552;2020-01-25;benin;0;0;0
553;2020-01-25;bhutan;0;0;0
554;2020-01-25;bolivia;0;0;0
555;2020-01-25;bosnia and herzegovina;0;0;0
556;2020-01-25;botswana;0;0;0
557;2020-01-25;brazil;0;0;0
558;2020-01-25;brunei;0;0;0
559;2020-01-25;bulgaria;0;0;0
560;2020-01-25;burkina faso;0;0;0
561;2020-01-25;burma;0;0;0
562;2020-01-25;cabo verde;0;0;0
563;2020-01-25;cambodia;0;0;0
564;2020-01-25;cameroon;0;0;0
565;2020-01-25;canada;0;0;0
566;2020-01-25;central african republic;0;0;0
567;2020-01-25;chad;0;0;0
568;2020-01-25;chile;0;0;0
569;2020-01-25;china;1406;39;42
570;2020-01-25;colombia;0;0;0
571;2020-01-25;congo (brazzaville);0;0;0
572;2020-01-25;congo (kinshasa);0;0;0
573;2020-01-25;costa rica;0;0;0
574;2020-01-25;cote d'ivoire;0;0;0
575;2020-01-25;croatia;0;0;0
576;2020-01-25;cuba;0;0;0
577;2020-01-25;cyprus;0;0;0
578;2020-01-25;czechia;0;0;0
579;2020-01-25;denmark;0;0;0
580;2020-01-25;diamond princess;0;0;0
581;2020-01-25;djibouti;0;0;0
582;2020-01-25;dominica;0;0;0
583;2020-01-25;dominican republic;0;0;0
584;2020-01-25;ecuador;0;0;0
585;2020-01-25;egypt;0;0;0
586;2020-01-25;el salvador;0;0;0
587;2020-01-25;equatorial guinea;0;0;0
588;2020-01-25;eritrea;0;0;0
589;2020-01-25;estonia;0;0;0
590;2020-01-25;eswatini;0;0;0
591;2020-01-25;ethiopia;0;0;0
592;2020-01-25;fiji;0;0;0
593;2020-01-25;finland;0;0;0
594;2020-01-25;france;3;0;0
595;2020-01-25;gabon;0;0;0
596;2020-01-25;gambia;0;0;0
597;2020-01-25;georgia;0;0;0
598;2020-01-25;germany;0;0;0
599;2020-01-25;ghana;0;0;0
600;2020-01-25;greece;0;0;0
601;2020-01-25;grenada;0;0;0
602;2020-01-25;guatemala;0;0;0
603;2020-01-25;guinea;0;0;0
604;2020-01-25;guinea-bissau;0;0;0
605;2020-01-25;guyana;0;0;0
606;2020-01-25;haiti;0;0;0
607;2020-01-25;holy see;0;0;0
608;2020-01-25;honduras;0;0;0
609;2020-01-25;hungary;0;0;0
610;2020-01-25;iceland;0;0;0
611;2020-01-25;india;0;0;0
612;2020-01-25;indonesia;0;0;0
613;2020-01-25;iran;0;0;0
614;2020-01-25;iraq;0;0;0
615;2020-01-25;ireland;0;0;0
616;2020-01-25;israel;0;0;0
617;2020-01-25;italy;0;0;0
618;2020-01-25;jamaica;0;0;0
619;2020-01-25;japan;2;0;0
620;2020-01-25;jordan;0;0;0
621;2020-01-25;kazakhstan;0;0;0
622;2020-01-25;kenya;0;0;0
623;2020-01-25;korea, south;2;0;0
624;2020-01-25;kosovo;0;0;0
625;2020-01-25;kuwait;0;0;0
626;2020-01-25;kyrgyzstan;0;0;0
627;2020-01-25;laos;0;0;0
628;2020-01-25;latvia;0;0;0
629;2020-01-25;lebanon;0;0;0
630;2020-01-25;liberia;0;0;0
631;2020-01-25;libya;0;0;0
632;2020-01-25;liechtenstein;0;0;0
633;2020-01-25;lithuania;0;0;0
634;2020-01-25;luxembourg;0;0;0
635;2020-01-25;ms zaandam;0;0;0
636;2020-01-25;madagascar;0;0;0
637;2020-01-25;malaysia;3;0;0
638;2020-01-25;maldives;0;0;0
639;2020-01-25;mali;0;0;0
640;2020-01-25;malta;0;0;0
641;2020-01-25;mauritania;0;0;0
642;2020-01-25;mauritius;0;0;0
643;2020-01-25;mexico;0;0;0
644;2020-01-25;moldova;0;0;0
645;2020-01-25;monaco;0;0;0
646;2020-01-25;mongolia;0;0;0
647;2020-01-25;montenegro;0;0;0
648;2020-01-25;morocco;0;0;0
649;2020-01-25;mozambique;0;0;0
650;2020-01-25;namibia;0;0;0
651;2020-01-25;nepal;1;0;0
652;2020-01-25;netherlands;0;0;0
653;2020-01-25;new zealand;0;0;0
654;2020-01-25;nicaragua;0;0;0
655;2020-01-25;niger;0;0;0
656;2020-01-25;nigeria;0;0;0
657;2020-01-25;north macedonia;0;0;0
658;2020-01-25;norway;0;0;0
659;2020-01-25;oman;0;0;0
660;2020-01-25;pakistan;0;0;0
661;2020-01-25;panama;0;0;0
662;2020-01-25;papua new guinea;0;0;0
663;2020-01-25;paraguay;0;0;0
664;2020-01-25;peru;0;0;0
665;2020-01-25;philippines;0;0;0
666;2020-01-25;poland;0;0;0
667;2020-01-25;portugal;0;0;0
668;2020-01-25;qatar;0;0;0
669;2020-01-25;romania;0;0;0
670;2020-01-25;russia;0;0;0
671;2020-01-25;rwanda;0;0;0
672;2020-01-25;saint kitts and nevis;0;0;0
673;2020-01-25;saint lucia;0;0;0
674;2020-01-25;saint vincent and the grenadines;0;0;0
675;2020-01-25;san marino;0;0;0
676;2020-01-25;saudi arabia;0;0;0
677;2020-01-25;senegal;0;0;0
678;2020-01-25;serbia;0;0;0
679;2020-01-25;seychelles;0;0;0
680;2020-01-25;singapore;3;0;0
681;2020-01-25;slovakia;0;0;0
682;2020-01-25;slovenia;0;0;0
683;2020-01-25;somalia;0;0;0
684;2020-01-25;south africa;0;0;0
685;2020-01-25;spain;0;0;0
686;2020-01-25;sri lanka;0;0;0
687;2020-01-25;sudan;0;0;0
688;2020-01-25;suriname;0;0;0
689;2020-01-25;sweden;0;0;0
690;2020-01-25;switzerland;0;0;0
691;2020-01-25;syria;0;0;0
692;2020-01-25;taiwan*;3;0;0
693;2020-01-25;tanzania;0;0;0
694;2020-01-25;thailand;7;0;0
695;2020-01-25;timor-leste;0;0;0
696;2020-01-25;togo;0;0;0
697;2020-01-25;trinidad and tobago;0;0;0
698;2020-01-25;tunisia;0;0;0
699;2020-01-25;turkey;0;0;0
700;2020-01-25;us;2;0;0
701;2020-01-25;uganda;0;0;0
702;2020-01-25;ukraine;0;0;0
703;2020-01-25;united arab emirates;0;0;0
704;2020-01-25;united kingdom;0;0;0
705;2020-01-25;uruguay;0;0;0
706;2020-01-25;uzbekistan;0;0;0
707;2020-01-25;venezuela;0;0;0
